"draught","speed","beaufort","consumption","imo"
6.0,9.0,0.0,7.526295402477676,234567
6.0,9.0,1.0,7.676499739561738,234567
6.0,9.0,2.0,7.999765169439011,234567
6.0,9.0,3.0,8.527772350272608,234567
6.0,9.0,4.0,9.318640739615233,234567
6.0,9.0,5.0,10.449457064400587,234567
6.0,9.0,6.0,12.065677673033987,234567
6.0,9.0,7.0,14.677742297671964,234567
6.0,9.0,8.0,20.788607840348774,234567
6.0,9.5,0.0,8.680051995966245,234567
6.0,9.5,1.0,8.84348817187196,234567
6.0,9.5,2.0,9.191588994007926,234567
6.0,9.5,3.0,9.754746065861076,234567
6.0,9.5,4.0,10.591676599085934,234567
6.0,9.5,5.0,11.781658228858028,234567
6.0,9.5,6.0,13.48076710823823,234567
6.0,9.5,7.0,16.260364498227755,234567
6.0,9.5,8.0,22.97747013080357,234567
6.0,10.0,0.0,9.936380957589277,234567
6.0,10.0,1.0,10.113275793104002,234567
6.0,10.0,2.0,10.48658664250714,234567
6.0,10.0,3.0,11.084988378945429,234567
6.0,10.0,4.0,11.967992003323147,234567
6.0,10.0,5.0,13.217310240910926,234567
6.0,10.0,6.0,15.000821654927085,234567
6.0,10.0,7.0,17.957024891675676,234567
6.0,10.0,8.0,25.337196681406667,234567
6.0,10.5,0.0,11.301091150070167,234567
6.0,10.5,1.0,11.491839990278152,234567
6.0,10.5,2.0,11.890531429148474,234567
6.0,10.5,3.0,12.524492069569733,234567
6.0,10.5,4.0,13.453800371707326,234567
6.0,10.5,5.0,14.763101061560564,234567
6.0,10.5,6.0,16.633252930970258,234567
6.0,10.5,7.0,19.779847416862495,234567
6.0,10.5,8.0,27.88919432952991,234567
6.0,11.0,0.0,12.781846716750213,234567
6.0,11.0,1.0,12.986584040594472,234567
6.0,11.0,2.0,13.41118007800551,234567
6.0,11.0,3.0,14.081117202943,234567
6.0,11.0,4.0,15.057330471313126,234567
6.0,11.0,5.0,16.42773154392794,234567
6.0,11.0,6.0,18.388049843459093,234567
6.0,11.0,7.0,21.73901667874457,234567
6.0,11.0,8.0,30.653731153500893,234567
6.0,11.5,0.0,14.388300679734618,234567
6.0,11.5,1.0,14.607316217274263,234567
6.0,11.5,2.0,15.058242426230327,234567
6.0,11.5,3.0,15.764941673950531,234567
6.0,11.5,4.0,16.789384383735676,234567
6.0,11.5,5.0,18.22288440729906,234567
6.0,11.5,6.0,20.28150124166229,234567
6.0,11.5,7.0,23.84915858367783,234567
6.0,11.5,8.0,33.62879302369121,234567
6.0,12.0,0.0,16.132790060071166,234567
6.0,12.0,1.0,16.366605114192666,234567
6.0,12.0,2.0,16.844858427193454,234567
6.0,12.0,3.0,17.589410725270415,234567
6.0,12.0,4.0,18.663931801063057,234567
6.0,12.0,5.0,20.167002242201693,234567
6.0,12.0,6.0,22.326681306014937,234567
6.0,12.0,7.0,26.131508975177653,234567
6.0,12.0,8.0,36.96510683551917,234567
6.0,12.5,0.0,18.03158782345365,234567
6.0,12.5,1.0,18.280775860985052,234567
6.0,12.5,2.0,18.78809168118813,234567
6.0,12.5,3.0,19.574205357354373,234567
6.0,12.5,4.0,20.703322171917097,234567
6.0,12.5,5.0,22.276226551695885,234567
6.0,12.5,6.0,24.544800357041446,234567
6.0,12.5,7.0,28.61480381634831,234567
6.0,12.5,8.0,40.73566680732355,234567
6.0,13.0,0.0,20.109290149096378,234567
6.0,13.0,1.0,20.375432982460378,234567
6.0,13.0,2.0,20.913221205638614,234567
6.0,13.0,3.0,21.741399386492045,234567
6.0,13.0,4.0,22.926322802743222,234567
6.0,13.0,5.0,24.575438336692564,234567
6.0,13.0,6.0,26.965199578836387,234567
6.0,13.0,7.0,31.31135847091195,234567
6.0,13.0,8.0,45.07654909103789,234567
6.0,13.5,0.0,22.39064826198815,234567
6.0,13.5,1.0,22.673986626499783,234567
6.0,13.5,2.0,23.24414865906675,234567
6.0,13.5,3.0,24.117989334373036,234567
6.0,13.5,4.0,25.364619283203737,234567
6.0,13.5,5.0,27.09896149027144,234567
6.0,13.5,6.0,29.627040355905127,234567
6.0,13.5,7.0,34.2784698060245,234567
6.0,13.5,8.0,49.9701376865996,234567
6.0,14.0,0.0,24.91071620087378,234567
6.0,14.0,1.0,25.213255629948858,234567
6.0,14.0,2.0,25.819093680400307,234567
6.0,14.0,3.0,26.7440359210553,234567
6.0,14.0,4.0,28.060888947240812,234567
6.0,14.0,5.0,29.89392819565576,234567
6.0,14.0,6.0,32.53371506685495,234567
6.0,14.0,7.0,37.65517577606581,234567
6.0,14.5,0.0,27.71948675526941,234567
6.0,14.5,1.0,28.04360866806717,234567
6.0,14.5,2.0,28.69049626004305,234567
6.0,14.5,3.0,29.674789431807266,234567
6.0,14.5,4.0,31.054866525926837,234567
6.0,14.5,5.0,32.96706549552231,234567
6.0,14.5,6.0,35.83328120578855,234567
6.0,14.5,7.0,41.541456372501415,234567
6.0,15.0,0.0,30.871611444187916,234567
6.0,15.0,1.0,31.212659061443365,234567
6.0,15.0,2.0,31.892534630230845,234567
6.0,15.0,3.0,32.92974118386579,234567
6.0,15.0,4.0,34.4132692452968,234567
6.0,15.0,5.0,36.504717363999035,234567
6.0,15.0,6.0,39.66164724655794,234567
6.0,15.0,7.0,46.125405198143184,234567
6.0,15.5,0.0,34.4359592393098,234567
6.0,15.5,1.0,34.81490688577898,234567
6.0,15.5,2.0,35.567594958007334,234567
6.0,15.5,3.0,36.713254096043485,234567
6.0,15.5,4.0,38.35019302127789,234567
6.0,15.5,5.0,40.65919106490302,234567
6.0,15.5,6.0,44.20032120442158,234567
6.0,16.0,0.0,38.67158124807169,234567
6.0,16.0,1.0,39.09695657269091,234567
6.0,16.0,2.0,39.93954869338106,234567
6.0,16.0,3.0,41.21712128152438,234567
6.0,16.0,4.0,43.05283461158477,234567
6.0,16.0,5.0,45.66647791503534,234567
6.0,16.0,6.0,49.56577135575491,234567
6.0,16.5,0.0,43.826435319735374,234567
6.0,16.5,1.0,44.317657514680455,234567
6.0,16.5,2.0,45.28302389251704,234567
6.0,16.5,3.0,46.730535813999275,234567
6.0,16.5,4.0,48.76617565286751,234567
6.0,17.0,0.0,50.13502396070924,234567
7.0,4.0,8.0,6.13474952720451,234567
7.0,4.5,8.0,7.03947820156698,234567
7.0,5.0,8.0,8.05513274148555,234567
7.0,5.5,7.0,6.240699905482015,234567
7.0,5.5,8.0,9.185357764817265,234567
7.0,6.0,7.0,7.150684190212354,234567
7.0,6.0,8.0,10.433531533791236,234567
7.0,6.5,6.0,6.339341924606684,234567
7.0,6.5,7.0,8.151537073679572,234567
7.0,6.5,8.0,11.803311197687883,234567
7.0,7.0,5.0,6.051852015627668,234567
7.0,7.0,6.0,7.299180072693432,234567
7.0,7.0,7.0,9.246023168571632,234567
7.0,7.0,8.0,13.298484523870378,234567
7.0,7.5,4.0,6.104776847746353,234567
7.0,7.5,5.0,7.02461290528302,234567
7.0,7.5,6.0,8.350318302889086,234567
7.0,7.5,7.0,10.43726732171998,234567
7.0,7.5,8.0,14.92354597835333,234567
7.0,8.0,2.0,5.995360429145604,234567
7.0,8.0,3.0,6.438497805432526,234567
7.0,8.0,4.0,7.113668336667608,234567
7.0,8.0,5.0,8.091432273186228,234567
7.0,8.0,6.0,9.49611718441419,234567
7.0,8.0,7.0,11.728780013220952,234567
7.0,8.0,8.0,16.684779288091878,234567
7.0,8.5,0.0,6.601932672725394,234567
7.0,8.5,1.0,6.734761756882477,234567
7.0,8.5,2.0,7.023795032712264,234567
7.0,8.5,3.0,7.5007712587860835,234567
7.0,8.5,4.0,8.220788106955169,234567
7.0,8.5,5.0,9.2564940250838,234567
7.0,8.5,6.0,10.740626955380996,234567
7.0,8.5,7.0,13.12508791236693,234567
7.0,8.5,8.0,18.58976383324787,234567
7.0,9.0,0.0,7.696750257765785,234567
7.0,9.0,1.0,7.842183227693382,234567
7.0,9.0,2.0,8.155098113770933,234567
7.0,9.0,3.0,8.666093667029509,234567
7.0,9.0,4.0,9.430940812115777,234567
7.0,9.0,5.0,10.524401061573448,234567
7.0,9.0,6.0,12.088791232774925,234567
7.0,9.0,7.0,14.631725341698315,234567
7.0,9.0,8.0,20.653411477968934,234567
7.0,9.5,0.0,8.89975886130891,234567
7.0,9.5,1.0,9.058098655269477,234567
7.0,9.5,2.0,9.395154086907798,234567
7.0,9.5,3.0,9.940342252391046,234567
7.0,9.5,4.0,10.75002740457745,234567
7.0,9.5,5.0,11.90120059759012,234567
7.0,9.5,6.0,13.54706117755212,234567
7.0,9.5,7.0,16.256234122482308,234567
7.0,9.5,8.0,22.88435522231737,234567
7.0,10.0,0.0,10.218098380834103,234567
7.0,10.0,1.0,10.3895034591199,234567
7.0,10.0,2.0,10.751107333604331,234567
7.0,10.0,3.0,11.330639255008862,234567
7.0,10.0,4.0,12.185330059375625,234567
7.0,10.0,5.0,13.394599435209534,234567
7.0,10.0,6.0,15.123487509102251,234567
7.0,10.0,7.0,18.00840733495817,234567
7.0,10.0,8.0,25.300918371756794,234567
7.0,10.5,0.0,11.660607450797222,234567
7.0,10.5,1.0,11.845377541825998,234567
7.0,10.5,2.0,12.231817078342221,234567
7.0,10.5,3.0,12.846063669826894,234567
7.0,10.5,4.0,13.746062516208374,234567
7.0,10.5,5.0,15.014209634290077,234567
7.0,10.5,6.0,16.828695393151303,234567
7.0,10.5,7.0,19.903800702282563,234567
7.0,10.5,8.0,27.9291352798774,234567
7.0,11.0,0.0,13.23827733808437,234567
7.0,11.0,1.0,13.436820141193738,234567
7.0,11.0,2.0,13.848559957918253,234567
7.0,11.0,3.0,14.497976429387077,234567
7.0,11.0,4.0,15.4441831333189,234567
7.0,11.0,5.0,16.772492447146444,234567
7.0,11.0,6.0,18.676714562440452,234567
7.0,11.0,7.0,21.956572791287563,234567
7.0,11.0,8.0,30.791626714946023,234567
7.0,11.5,0.0,14.965396144991416,234567
7.0,11.5,1.0,15.177913670739192,234567
7.0,11.5,2.0,15.615636636079667,234567
7.0,11.5,3.0,16.30131732932154,234567
7.0,11.5,4.0,17.294927715797602,234567
7.0,11.5,5.0,18.686217844581375,234567
7.0,11.5,6.0,20.689023010674404,234567
7.0,11.5,7.0,24.187045789119924,234567
7.0,11.5,8.0,33.90341844065822,234567
7.0,12.0,0.0,16.8596913912655,234567
7.0,12.0,1.0,17.086858089835093,234567
7.0,12.0,2.0,17.551523304326153,234567
7.0,12.0,3.0,18.274812700510225,234567
7.0,12.0,4.0,19.320017490526247,234567
7.0,12.0,5.0,20.78036862610422,234567
7.0,12.0,6.0,22.884143089287615,234567
7.0,12.0,7.0,26.623703207264064,234567
7.0,12.0,8.0,37.427849458882235,234567
7.0,12.5,0.0,18.9454417103349,234567
7.0,12.5,1.0,19.188589660771846,234567
7.0,12.5,2.0,19.682703627342857,234567
7.0,12.5,3.0,20.447422971360186,234567
7.0,12.5,4.0,21.545896943355576,234567
7.0,12.5,5.0,23.077173572775475,234567
7.0,12.5,6.0,25.29255889479511,234567
7.0,12.5,7.0,29.30553528654275,234567
7.0,12.5,8.0,41.45515932501529,234567
7.0,13.0,0.0,21.255557068327345,234567
7.0,13.0,1.0,21.515039229127048,234567
7.0,13.0,2.0,22.03944423393056,234567
7.0,13.0,3.0,22.847012576359948,234567
7.0,13.0,4.0,24.002911580576075,234567
7.0,13.0,5.0,25.61289564555521,234567
7.0,13.0,6.0,27.95475049712859,234567
7.0,13.0,7.0,32.23918762750571,234567
7.0,13.0,8.0,46.1559380078301,234567
7.0,13.5,0.0,23.825156350776183,234567
7.0,13.5,1.0,24.102383651031943,234567
7.0,13.5,2.0,24.660381180765516,234567
7.0,13.5,3.0,25.515538861766526,234567
7.0,13.5,4.0,26.736384792823547,234567
7.0,13.5,5.0,28.437202127381468,234567
7.0,13.5,6.0,30.91162513322087,234567
7.0,13.5,7.0,35.55619439909317,234567
7.0,14.0,0.0,26.707794432312614,234567
7.0,14.0,1.0,27.00544690086987,234567
7.0,14.0,2.0,27.601420961181883,234567
7.0,14.0,3.0,28.5116177235735,234567
7.0,14.0,4.0,29.808933711403625,234567
7.0,14.0,5.0,31.585894009596128,234567
7.0,14.0,6.0,34.21538484843673,234567
7.0,14.0,7.0,39.40129237370183,234567
7.0,14.5,0.0,29.978448916466167,234567
7.0,14.5,1.0,30.299911650753092,234567
7.0,14.5,2.0,30.925262088877275,234567
7.0,14.5,3.0,31.879375122754404,234567
7.0,14.5,4.0,33.24678904840082,234567
7.0,14.5,5.0,35.174581331453645,234567
7.0,14.5,6.0,38.076700747288704,234567
7.0,14.5,7.0,43.94727144639045,234567
7.0,15.0,0.0,33.6775848078768,234567
7.0,15.0,1.0,34.0249665988828,234567
7.0,15.0,2.0,34.71761122859605,234567
7.0,15.0,3.0,35.77449359167859,234567
7.0,15.0,4.0,37.28776464996758,234567
7.0,15.0,5.0,39.423350627985435,234567
7.0,15.0,6.0,42.659677391766294,234567
7.0,15.0,7.0,49.320021269847,234567
7.0,15.5,0.0,38.09659283974412,234567
7.0,15.5,1.0,38.48822959972046,234567
7.0,15.5,2.0,39.26739605957986,234567
7.0,15.5,3.0,40.45244164833277,234567
7.0,15.5,4.0,42.14461846160359,234567
7.0,15.5,5.0,44.578365085233216,234567
7.0,15.5,6.0,48.22534758964014,234567
7.0,16.0,0.0,43.51699023453217,234567
7.0,16.0,1.0,43.97370933381141,234567
7.0,16.0,2.0,44.8738597751892,234567
7.0,16.0,3.0,46.229220240062894,234567
7.0,16.0,4.0,48.13915852229206,234567
7.0,16.5,0.0,50.230248266062354,234567
8.0,4.0,8.0,5.93896595931328,234567
8.0,4.5,8.0,6.835238554292691,234567
8.0,5.0,8.0,7.8440002633142365,234567
8.0,5.5,7.0,6.1053661399449055,234567
8.0,5.5,8.0,8.969696925060072,234567
8.0,6.0,7.0,7.015903278173692,234567
8.0,6.0,8.0,10.216395985363238,234567
8.0,6.5,6.0,6.269791755983464,234567
8.0,6.5,7.0,8.021145750960654,234567
8.0,6.5,8.0,11.588789393797105,234567
8.0,7.0,5.0,6.0384090278458284,234567
8.0,7.0,6.0,7.240673170273322,234567
8.0,7.0,7.0,9.124853952619592,234567
8.0,7.0,8.0,13.091547729177156,234567
8.0,7.5,4.0,6.142977136620779,234567
8.0,7.5,5.0,7.029954774230946,234567
8.0,7.5,6.0,8.308875425806855,234567
8.0,7.5,7.0,10.331383856051689,234567
8.0,7.5,8.0,14.730868583494647,234567
8.0,8.0,1.0,5.843143642140488,234567
8.0,8.0,2.0,6.09974561623972,234567
8.0,8.0,3.0,6.527869668306818,234567
8.0,8.0,4.0,7.179613716910077,234567
8.0,8.0,5.0,8.12307725643712,234567
8.0,8.0,6.0,9.479316034314671,234567
8.0,8.0,7.0,11.646017337529564,234567
8.0,8.0,8.0,16.514138557649364,234567
8.0,8.5,0.0,6.759331593667222,234567
8.0,8.5,1.0,6.8878056845746105,234567
8.0,8.5,2.0,7.167348081558879,234567
8.0,8.5,3.0,7.628342344156252,234567
8.0,8.5,4.0,8.323823863041808,234567
8.0,8.5,5.0,9.323740078272541,234567
8.0,8.5,6.0,10.757931459616087,234567
8.0,8.5,7.0,13.07497141821244,234567
8.0,8.5,8.0,18.451400200331157,234567
8.0,9.0,0.0,7.905801556253306,234567
8.0,9.0,1.0,8.046593801098064,234567
8.0,9.0,2.0,8.349331465518743,234567
8.0,9.0,3.0,8.843385908984507,234567
8.0,9.0,4.0,9.582543474409809,234567
8.0,9.0,5.0,10.638864041038403,234567
8.0,9.0,6.0,12.151960749153519,234567
8.0,9.0,7.0,14.62631583828402,234567
8.0,9.0,8.0,20.559694383426216,234567
8.0,9.5,0.0,9.174558615912723,234567
8.0,9.5,1.0,9.327838940940062,234567
8.0,9.5,2.0,9.654118266846362,234567
8.0,9.5,3.0,10.181528224475427,234567
8.0,9.5,4.0,10.96450810982722,234567
8.0,9.5,5.0,12.077364246178684,234567
8.0,9.5,6.0,13.670556622609183,234567
8.0,9.5,7.0,16.310325458877024,234567
8.0,9.5,8.0,22.851643242149,234567
8.0,10.0,0.0,10.575908706152475,234567
8.0,10.0,1.0,10.741975799159176,234567
8.0,10.0,2.0,11.092142934361272,234567
8.0,10.0,3.0,11.653096970509273,234567
8.0,10.0,4.0,12.480100881977126,234567
8.0,10.0,5.0,13.649940995811345,234567
8.0,10.0,6.0,15.325097171683476,234567
8.0,10.0,7.0,18.140357193182982,234567
8.0,10.0,8.0,25.3500125413148,234567
8.0,10.5,0.0,12.1226366897664,234567
8.0,10.5,1.0,12.301796374971495,234567
8.0,10.5,2.0,12.676220162147535,234567
8.0,10.5,3.0,13.271109725803651,234567
8.0,10.5,4.0,14.142555490766634,234567
8.0,10.5,5.0,15.370361684896437,234567
8.0,10.5,6.0,17.13053483835759,234567
8.0,10.5,7.0,20.136964900620058,234567
8.0,10.5,8.0,28.08598740705023,234567
8.0,11.0,0.0,13.830412205979695,234567
8.0,11.0,1.0,14.022849479113965,234567
8.0,11.0,2.0,14.422092365233485,234567
8.0,11.0,3.0,15.051718555992975,234567
8.0,11.0,4.0,15.968779837334834,234567
8.0,11.0,5.0,17.256391413361605,234567
8.0,11.0,6.0,19.107133156941174,234567
8.0,11.0,7.0,22.319114763718616,234567
8.0,11.0,8.0,31.08353100714036,234567
8.0,11.5,0.0,15.719049297114948,234567
8.0,11.5,1.0,15.925398145238482,234567
8.0,11.5,2.0,16.35029199029969,234567
8.0,11.5,3.0,17.01584480199031,234567
8.0,11.5,4.0,17.980071658403435,234567
8.0,11.5,5.0,19.33222945288761,234567
8.0,11.5,6.0,21.280996193024887,234567
8.0,11.5,7.0,24.71483534324848,234567
8.0,11.5,8.0,34.38918116824641,234567
8.0,12.0,0.0,17.814019825963804,234567
8.0,12.0,1.0,18.0348852430975,234567
8.0,12.0,2.0,18.48674525053049,234567
8.0,12.0,3.0,19.19144221199944,234567
8.0,12.0,4.0,20.20806449900967,234567
8.0,12.0,5.0,21.6280908789321,234567
8.0,12.0,6.0,23.680297572985285,234567
8.0,12.0,7.0,27.363249461490067,234567
8.0,12.0,8.0,38.17924200215605,234567
8.0,12.5,0.0,20.15157961187373,234567
