"draught","speed_through_water","beaufort","consumption_main_engine_mt_per_day","consumption_auxiliary_engine_mt_per_day","consumption_boiler_engine_mt_per_day","imo"
7.0,7.6,1.0,4.939507538027621,3.6,1.0,345678
7.0,7.6,2.0,5.121353402476359,3.6,1.0,345678
7.0,7.6,3.0,5.5957061673352895,3.6,1.0,345678
7.0,7.6,4.0,6.648103969617745,3.6,1.0,345678
7.0,7.6,5.0,8.644140480749149,3.6,1.0,345678
7.0,7.6,6.0,12.234388468996508,3.6,1.0,345678
7.0,7.7,0.0,4.946647362957404,3.6,1.0,345678
7.0,7.7,1.0,5.004312407829678,3.6,1.0,345678
7.0,7.7,2.0,5.189362565838397,3.6,1.0,345678
7.0,7.7,3.0,5.670334043561336,3.6,1.0,345678
7.0,7.7,4.0,6.735023322012691,3.6,1.0,345678
7.0,7.7,5.0,8.750261056343811,3.6,1.0,345678
7.0,7.7,6.0,12.402147629510665,3.6,1.0,345678
7.0,7.8,0.0,5.012080426536806,3.6,1.0,345678
7.0,7.8,1.0,5.071010320370158,3.6,1.0,345678
7.0,7.8,2.0,5.259264985872003,3.6,1.0,345678
7.0,7.8,3.0,5.746816875072256,3.6,1.0,345678
7.0,7.8,4.0,6.823653863913311,3.6,1.0,345678
7.0,7.8,5.0,8.857703018123585,3.6,1.0,345678
7.0,7.8,6.0,12.571830251633084,3.6,1.0,345678
7.0,7.9,0.0,5.079392353604637,3.6,1.0,345678
7.0,7.9,1.0,5.139592463402635,3.6,1.0,345678
7.0,7.9,2.0,5.331050701765534,3.6,1.0,345678
7.0,7.9,3.0,5.825142319042849,3.6,1.0,345678
7.0,7.9,4.0,6.9139785035094246,3.6,1.0,345678
7.0,7.9,5.0,8.966440207949832,3.6,1.0,345678
7.0,7.9,6.0,12.743434193040144,3.6,1.0,345678
7.0,8.0,0.0,5.14737359907249,3.6,1.0,345678
7.0,8.0,1.0,5.208851590945948,3.6,1.0,345678
7.0,8.0,2.0,5.403520103362484,3.6,1.0,345678
7.0,8.0,3.0,5.904131298115448,3.6,1.0,345678
7.0,8.0,4.0,7.00486548129467,3.6,1.0,345678
7.0,8.0,5.0,9.075437027527496,3.6,1.0,345678
7.0,8.0,6.0,12.915844004220736,3.6,1.0,345678
7.0,8.1,0.0,5.221364843518957,3.6,1.0,345678
7.0,8.1,1.0,5.284115472385374,3.6,1.0,345678
7.0,8.1,2.0,5.481960264542692,3.6,1.0,345678
7.0,8.1,3.0,5.988965584775163,3.6,1.0,345678
7.0,8.1,4.0,7.101258250600903,3.6,1.0,345678
7.0,8.1,5.0,9.189156096444012,3.6,1.0,345678
7.0,8.1,6.0,13.094019778927475,3.6,1.0,345678
7.0,8.2,0.0,5.296009217863397,3.6,1.0,345678
7.0,8.2,1.0,5.360038963349969,3.6,1.0,345678
7.0,8.2,2.0,5.561063746206568,3.6,1.0,345678
7.0,8.2,3.0,6.0744367997620605,3.6,1.0,345678
7.0,8.2,4.0,7.198174280453952,3.6,1.0,345678
7.0,8.2,5.0,9.303071956377782,3.6,1.0,345678
7.0,8.2,6.0,13.273004104757494,3.6,1.0,345678
7.0,8.3,0.0,5.375411682785328,3.6,1.0,345678
7.0,8.3,1.0,5.440716497282517,3.6,1.0,345678
7.0,8.3,2.0,5.644892126100114,3.6,1.0,345678
7.0,8.3,3.0,6.1645221608073335,3.6,1.0,345678
7.0,8.3,4.0,7.299400620896207,3.6,1.0,345678
7.0,8.3,5.0,9.420588697963879,3.6,1.0,345678
7.0,8.3,6.0,13.45662233248004,3.6,1.0,345678
7.0,8.4,0.0,5.459548322820301,3.6,1.0,345678
7.0,8.4,1.0,5.526123115475041,3.6,1.0,345678
7.0,8.4,2.0,5.733417792144191,3.6,1.0,345678
7.0,8.4,3.0,6.259188463282483,3.6,1.0,345678
7.0,8.4,4.0,7.404892853012488,3.6,1.0,345678
7.0,8.4,5.0,9.54164058747512,3.6,1.0,345678
7.0,8.4,6.0,13.64487382522976,3.6,1.0,345678
7.0,8.5,0.0,5.544291769550144,3.6,1.0,345678
7.0,8.5,1.0,5.612141131851441,3.6,1.0,345678
7.0,8.5,2.0,5.822553872138581,3.6,1.0,345678
7.0,8.5,3.0,6.354429149780866,3.6,1.0,345678
7.0,8.5,4.0,7.51082678644076,3.6,1.0,345678
7.0,8.5,5.0,9.662771758011587,3.6,1.0,345678
7.0,8.5,6.0,13.83392446525621,3.6,1.0,345678
7.0,8.6,0.0,5.640327555096652,3.6,1.0,345678
7.0,8.6,1.0,5.709427003490229,3.6,1.0,345678
7.0,8.6,2.0,5.922866764173611,3.6,1.0,345678
7.0,8.6,3.0,6.460580792024812,3.6,1.0,345678
7.0,8.6,4.0,7.627022648512244,3.6,1.0,345678
7.0,8.6,5.0,9.792764554825002,3.6,1.0,345678
7.0,8.6,6.0,14.03378567741704,3.6,1.0,345678
7.0,8.7,0.0,5.736902224225449,3.6,1.0,345678
7.0,8.7,1.0,5.807254377064056,3.6,1.0,345678
7.0,8.7,2.0,6.0237152386011115,3.6,1.0,345678
7.0,8.7,3.0,6.567221792274565,3.6,1.0,345678
7.0,8.7,4.0,7.743555034826988,3.6,1.0,345678
7.0,8.7,5.0,9.92269345671235,3.6,1.0,345678
7.0,8.7,6.0,14.234430616813357,3.6,1.0,345678
7.0,8.8,0.0,5.839903730427733,3.6,1.0,345678
7.0,8.8,1.0,5.911494162793426,3.6,1.0,345678
7.0,8.8,2.0,6.130917939472041,3.6,1.0,345678
7.0,8.8,3.0,6.680038487963408,3.6,1.0,345678
7.0,8.8,4.0,7.865814286409687,3.6,1.0,345678
7.0,8.8,5.0,10.063769678572763,3.6,1.0,345678
7.0,8.8,6.0,14.441404804166213,3.6,1.0,345678
7.0,8.9,0.0,5.949264738229851,3.6,1.0,345678
7.0,8.9,1.0,6.02207754975945,3.6,1.0,345678
7.0,8.9,2.0,6.244402363264756,3.6,1.0,345678
7.0,8.9,3.0,6.798950746594826,3.6,1.0,345678
7.0,8.9,4.0,7.993705212185591,3.6,1.0,345678
7.0,8.9,5.0,10.22530613996826,3.6,1.0,345678
7.0,8.9,6.0,14.654691075717837,3.1,0.0,345678
7.0,9.0,0.0,6.059062285587303,3.6,1.0,345678
7.0,9.0,1.0,6.1330975004932275,3.6,1.0,345678
7.0,9.0,2.0,6.3583110640486495,3.6,1.0,345678
7.0,9.0,3.0,6.918228212614213,3.6,1.0,345678
7.0,9.0,4.0,8.121783550228422,3.6,1.0,345678
7.0,9.0,5.0,10.387486861962596,3.6,1.0,345678
7.0,9.0,6.0,14.868734938235622,3.1,0.0,345678
7.0,9.1,0.0,6.181764551558803,3.6,1.0,345678
7.0,9.1,1.0,6.2569836627219395,3.6,1.0,345678
7.0,9.1,2.0,6.484956483332041,3.6,1.0,345678
7.0,9.1,3.0,7.049888623398757,3.6,1.0,345678
7.0,9.1,4.0,8.261410160162093,3.6,1.0,345678
7.0,9.1,5.0,10.562158882250717,3.6,1.0,345678
7.0,9.1,6.0,15.095376169140037,3.1,0.0,345678
7.0,9.2,0.0,6.304780900390955,3.6,1.0,345678
7.0,9.2,1.0,6.381181499192054,3.6,1.0,345678
7.0,9.2,2.0,6.611895306942655,3.6,1.0,345678
7.0,9.2,3.0,7.1817712742424735,3.6,1.0,345678
7.0,9.2,4.0,8.401057714440894,3.6,1.0,345678
7.0,9.2,5.0,10.737414855525506,3.6,1.0,345678
7.0,9.2,6.0,15.32274250094739,3.1,0.0,345678
7.0,9.3,0.0,6.434695350468188,3.6,1.0,345678
7.0,9.3,1.0,6.512253372626152,3.6,1.0,345678
7.0,9.3,2.0,6.745624640134794,3.6,1.0,345678
7.0,9.3,3.0,7.320210470564511,3.6,1.0,345678
7.0,9.3,4.0,8.546699171267035,3.6,1.0,345678
7.0,9.3,5.0,10.919543288107153,3.6,1.0,345678
7.0,9.3,6.0,15.557133396027194,3.1,0.0,345678
7.0,9.4,0.0,6.571391248111206,3.6,1.0,345678
7.0,9.4,1.0,6.650080886997417,3.6,1.0,345678
7.0,9.4,2.0,6.886021808079354,3.6,1.0,345678
7.0,9.4,3.0,7.465074907210248,3.6,1.0,345678
7.0,9.4,4.0,8.698186504546825,3.6,1.0,345678
7.0,9.4,5.0,11.108484213982544,3.6,1.0,345678
7.0,9.4,6.0,15.798512246266906,3.1,0.0,345678
7.0,9.5,0.0,6.708251059084339,3.6,1.0,345678
7.0,9.5,1.0,6.78806674711889,3.6,1.0,345678
7.0,9.5,2.0,7.026551397909889,3.6,1.0,345678
7.0,9.5,3.0,7.6099854254654495,3.6,1.0,345678
7.0,9.5,4.0,8.849489558986093,3.6,1.0,345678
7.0,9.5,5.0,11.297942532322542,3.6,1.0,345678
7.0,9.5,6.0,16.040586057320834,3.1,0.0,345678
7.0,9.6,0.0,6.859010420146849,3.6,1.0,345678
7.0,9.6,1.0,6.939898286512177,3.6,1.0,345678
7.0,9.6,2.0,7.1807562617890035,3.6,1.0,345678
7.0,9.6,3.0,7.768126712568059,3.6,1.0,345678
7.0,9.6,4.0,9.01300085837261,3.6,1.0,345678
7.0,9.6,5.0,11.501144753736384,3.6,1.0,345678
7.0,9.6,6.0,16.296648576605428,3.1,0.0,345678
7.0,9.7,0.0,7.0097442009972095,3.6,1.0,345678
7.0,9.7,1.0,7.091695793880575,3.6,1.0,345678
7.0,9.7,2.0,7.334894186662415,3.6,1.0,345678
7.0,9.7,3.0,7.926100893088099,3.6,1.0,345678
7.0,9.7,4.0,9.176088270864886,3.6,1.0,345678
7.0,9.7,5.0,11.704772572112013,3.6,1.0,345678
7.0,9.7,6.0,16.553353569217013,3.1,0.0,345678
7.0,9.8,0.0,7.1676395329936575,3.6,1.0,345678
7.0,9.8,1.0,7.25061947572503,3.6,1.0,345678
7.0,9.8,2.0,7.496045546186628,3.6,1.0,345678
7.0,9.8,3.0,8.090791929267601,3.6,1.0,345678
7.0,9.8,4.0,9.345203149704613,3.6,1.0,345678
7.0,9.8,5.0,11.918504261881024,3.6,1.0,345678
7.0,9.8,6.0,16.817728783630425,3.1,0.0,345678
7.0,9.9,0.0,7.332518080124661,3.6,1.0,345678
7.0,9.9,1.0,7.416488979143455,3.6,1.0,345678
7.0,9.9,2.0,7.664025121952679,3.6,1.0,345678
7.0,9.9,3.0,8.26200501725498,3.6,1.0,345678
7.0,9.9,4.0,9.52013246787761,3.6,1.0,345678
7.0,9.9,5.0,12.14713438182458,3.6,1.0,345678
7.0,9.9,6.0,17.089713819724803,3.1,0.0,345678
7.0,10.0,0.0,7.497154314976268,3.6,1.0,345678
7.0,10.0,1.0,7.58210395076215,3.6,1.0,345678
7.0,10.0,2.0,7.831708239300178,3.6,1.0,345678
7.0,10.0,3.0,8.432803888052545,3.6,1.0,345678
7.0,10.0,4.0,9.69435756956017,3.6,1.0,345678
7.0,10.0,5.0,12.376558208867293,3.6,1.0,345678
7.0,10.0,6.0,17.36230132459595,3.1,0.0,345678
7.0,10.1,0.0,7.676297914485675,3.6,1.0,345678
7.0,10.1,1.0,7.76215484478778,3.6,1.0,345678
7.0,10.1,2.0,8.013610945948539,3.6,1.0,345678
7.0,10.1,3.0,8.617278057277163,3.6,1.0,345678
7.0,10.1,4.0,9.881031697316383,3.6,1.0,345678
7.0,10.1,5.0,12.622009123485114,3.6,1.0,345678
7.0,10.1,6.0,17.650138951627195,3.1,0.0,345678
7.0,10.2,0.0,7.8549275872501605,3.6,1.0,345678
7.0,10.2,1.0,7.941676234939551,3.6,1.0,345678
7.0,10.2,2.0,8.194934207398145,3.6,1.0,345678
7.0,10.2,3.0,8.801039456726294,3.6,1.0,345678
7.0,10.2,4.0,10.074549141767326,3.6,1.0,345678
7.0,10.2,5.0,12.868193712283336,3.6,1.0,345678
7.0,10.2,6.0,17.93850291222453,3.1,0.0,345678
7.0,10.3,0.0,8.040535444742346,3.6,1.0,345678
7.0,10.3,1.0,8.12812811224763,3.6,1.0,345678
7.0,10.3,2.0,8.383044204972533,3.6,1.0,345678
7.0,10.3,3.0,8.991226532250987,3.6,1.0,345678
7.0,10.3,4.0,10.296703937958817,3.6,1.0,345678
7.0,10.3,5.0,13.122964996339128,3.6,1.0,345678
7.0,10.3,6.0,18.234935750424913,3.1,0.0,345678
7.0,10.4,0.0,8.232932315281797,3.6,1.0,345678
7.0,10.4,1.0,8.321318800589653,3.6,1.0,345678
7.0,10.4,2.0,8.577743186907485,3.6,1.0,345678
7.0,10.4,3.0,9.187629475203407,3.6,1.0,345678
7.0,10.4,4.0,10.526988676679956,3.6,1.0,345678
7.0,10.4,5.0,13.386307892254512,3.6,1.0,345678
7.0,10.4,6.0,18.539409544131836,3.1,0.0,345678
7.0,10.5,0.0,8.424501427680989,3.6,1.0,345678
7.0,10.5,1.0,8.513661859638574,3.6,1.0,345678
7.0,10.5,2.0,8.771534478130233,3.6,1.0,345678
7.0,10.5,3.0,9.382972093648855,3.6,1.0,345678
7.0,10.5,4.0,10.757575790581432,3.6,1.0,345678
7.0,10.5,5.0,13.650332978952811,3.6,1.0,345678
7.0,10.5,6.0,18.844338742620092,3.1,0.0,345678
7.0,10.6,0.0,8.630260322603627,3.6,1.0,345678
7.0,10.6,1.0,8.720105594531375,3.6,1.0,345678
7.0,10.6,2.0,8.979165428416513,3.6,1.0,345678
7.0,10.6,3.0,9.591516618824318,3.6,1.0,345678
7.0,10.6,4.0,11.004304659161393,3.6,1.0,345678
7.0,10.6,5.0,13.931126768620878,3.6,1.0,345678
7.0,10.6,6.0,19.16515242446196,3.1,0.0,345678
7.0,10.7,0.0,8.834862828311804,3.6,1.0,345678
7.0,10.7,1.0,8.92536916618992,3.6,1.0,345678
7.0,10.7,2.0,9.185546889986993,3.6,1.0,345678
7.0,10.7,3.0,9.798641171491505,3.6,1.0,345678
7.0,10.7,4.0,11.251218671903128,3.6,1.0,345678
7.0,10.7,5.0,14.212550937819199,3.6,1.0,345678
7.0,10.7,6.0,19.494700140609776,3.1,0.0,345678
7.0,10.8,0.0,9.045847198258336,3.6,1.0,345678
7.0,10.8,1.0,9.136953592990718,3.6,1.0,345678
7.0,10.8,2.0,9.398072656607313,3.6,1.0,345678
7.0,10.8,3.0,10.011482558463069,3.6,1.0,345678
7.0,10.8,4.0,11.506387337119389,3.6,1.0,345678
7.0,10.8,5.0,14.50283513764544,3.3702542562313287,0.27025425623132876,345678
7.0,10.8,6.0,19.835264710554515,3.1,0.0,345678
7.0,10.9,0.0,9.26295155456217,3.6,1.0,345678
7.0,10.9,1.0,9.35459424718885,3.6,1.0,345678
7.0,10.9,2.0,9.616471531116023,3.6,1.0,345678
7.0,10.9,3.0,10.263872658367767,3.6,1.0,345678
7.0,10.9,4.0,11.769719206705764,3.6,1.0,345678
7.0,10.9,5.0,14.80193993902988,3.1,0.0,345678
7.0,10.9,6.0,20.184762507743407,3.1,0.0,345678
7.0,11.0,0.0,9.478484674533597,3.6,1.0,345678
7.0,11.0,1.0,9.570635082821575,3.6,1.0,345678
7.0,11.0,2.0,9.833190083287818,3.6,1.0,345678
7.0,11.0,3.0,10.517120738036148,3.6,1.0,345678
7.0,11.0,4.0,12.041262961640001,3.6,1.0,345678
7.0,11.0,5.0,15.101595532183099,3.1,0.0,345678
7.0,11.0,6.0,20.535005337478168,3.1,0.0,345678
7.0,11.1,0.0,9.70744764542588,3.6,1.0,345678
7.0,11.1,1.0,9.79999716137301,3.6,1.0,345678
7.0,11.1,2.0,10.070206700867422,3.6,1.0,345678
7.0,11.1,3.0,10.787338714617901,3.6,1.0,345678
7.0,11.1,4.0,12.334643886027699,3.6,1.0,345678
7.0,11.1,5.0,15.418637908679406,3.1,0.0,345678
7.0,11.1,6.0,20.902721098819697,3.1,0.0,345678
7.0,11.2,0.0,9.934414276585123,3.6,1.0,345678
7.0,11.2,1.0,10.029066357810134,3.6,1.0,345678
7.0,11.2,2.0,10.334757295319916,3.6,1.0,345678
7.0,11.2,3.0,11.057553987072058,3.6,1.0,345678
7.0,11.2,4.0,12.628618442810453,3.6,1.0,345678
7.0,11.2,5.0,15.736155271278395,3.1,0.0,345678
7.0,11.2,6.0,21.271138300428756,3.1,0.0,345678
7.0,11.3,0.0,10.190685164907276,3.6,1.0,345678
7.0,11.3,1.0,10.299184134341917,3.6,1.0,345678
7.0,11.3,2.0,10.607989339796811,3.6,1.0,345678
7.0,11.3,3.0,11.336303759847565,3.6,1.0,345678
7.0,11.3,4.0,12.931974255952738,3.6,1.0,345678
7.0,11.3,5.0,16.06272470475908,3.1,0.0,345678
7.0,11.3,6.0,21.64879500003857,3.1,0.0,345678
7.0,11.4,0.0,10.468064781594693,3.6,1.0,345678
7.0,11.4,1.0,10.577922597120438,3.6,1.0,345678
7.0,11.4,2.0,10.889786001120617,3.6,1.0,345678
7.0,11.4,3.0,11.623466494812321,3.6,1.0,345678
7.0,11.4,4.0,13.24465268209752,3.6,1.0,345678
7.0,11.4,5.0,16.39827989791034,3.1,0.0,345678
7.0,11.4,6.0,22.035650297609106,3.1,0.0,345678
7.0,11.5,0.0,10.745341329242741,3.6,1.0,345678
7.0,11.5,1.0,10.856555287892244,3.6,1.0,345678
7.0,11.5,2.0,11.171461645969352,3.6,1.0,345678
7.0,11.5,3.0,11.912914657425159,3.6,1.0,345678
7.0,11.5,4.0,13.557848898993026,3.6,1.0,345678
7.0,11.5,5.0,16.734221484630574,3.1,0.0,345678
7.0,11.5,6.0,22.423157279856554,3.1,0.0,345678
7.0,11.6,0.0,11.039870528320613,3.6,1.0,345678
7.0,11.6,1.0,11.152406254921111,3.6,1.0,345678
7.0,11.6,2.0,11.470250766908611,3.6,1.0,345678
7.0,11.6,3.0,12.23119172840064,3.6,1.0,345678
7.0,11.6,4.0,13.889204916302003,3.6,1.0,345678
7.0,11.6,5.0,17.087754654684876,3.1,0.0,345678
7.0,11.6,6.0,22.828487767266523,3.1,0.0,345678
7.0,11.7,0.0,11.334123412321562,3.6,1.0,345678
7.0,11.7,1.0,11.447976536532346,3.6,1.0,345678
7.0,11.7,2.0,11.76874009235191,3.6,1.0,345678
7.0,11.7,3.0,12.549948134636708,3.6,1.0,345678
7.0,11.7,4.0,14.2209895251273,3.6,1.0,345678
7.0,11.7,5.0,17.441573647145823,3.1,0.0,345678
7.0,11.7,6.0,23.234408634209732,3.1,0.0,345678
7.0,11.8,0.0,11.636769878614473,3.6,1.0,345678
7.0,11.8,1.0,11.75191934620871,3.6,1.0,345678
7.0,11.8,2.0,12.085736449027875,3.6,1.0,345678
7.0,11.8,3.0,12.878155559203556,3.6,1.0,345678
7.0,11.8,4.0,14.562059373107012,3.1,0.0,345678
7.0,11.8,5.0,17.804309637088373,3.1,0.0,345678
7.0,11.8,6.0,23.64955362180088,3.1,0.0,345678
7.0,11.9,0.0,11.95184240110205,3.6,1.0,345678
7.0,11.9,1.0,12.073738550032603,3.6,1.0,345678
7.0,11.9,2.0,12.416151952520433,3.6,1.0,345678
7.0,11.9,3.0,13.215733030924977,3.6,1.0,345678
7.0,11.9,4.0,14.912329230447197,3.1,0.0,345678
7.0,11.9,5.0,18.175869832267594,3.1,0.0,345678
7.0,11.9,6.0,24.073860112042645,3.1,0.0,345678
7.0,12.0,0.0,12.27714505973113,3.6,1.0,345678
7.0,12.0,1.0,12.400708198478153,3.6,1.0,345678
7.0,12.0,2.0,12.746984636426552,3.6,1.0,345678
7.0,12.0,3.0,13.553715310373354,3.6,1.0,345678
7.0,12.0,4.0,15.262945422034607,3.1,0.0,345678
7.0,12.0,5.0,18.547620003349,3.1,0.0,345678
7.0,12.0,6.0,24.4987074583726,3.1,0.0,345678
7.0,12.1,0.0,12.620936349677846,3.6,1.0,345678
7.0,12.1,1.0,12.746154538539738,3.6,1.0,345678
7.0,12.1,2.0,13.09625075055939,3.6,1.0,345678
7.0,12.1,3.0,13.910007320178744,3.6,1.0,345678
7.0,12.1,4.0,15.63157537603879,3.1,0.0,345678
7.0,12.1,5.0,18.936762794938378,3.1,0.0,345678
7.0,12.1,6.0,24.94135656377954,3.1,0.0,345678
7.0,12.2,0.0,12.965035097712933,3.6,1.0,345678
7.0,12.2,1.0,13.091912623022496,3.6,1.0,345678
7.0,12.2,2.0,13.445831127760377,3.6,1.0,345678
7.0,12.2,3.0,14.266597527326205,3.6,1.0,345678
7.0,12.2,4.0,16.00043846252788,3.1,0.0,345678
7.0,12.2,5.0,19.32907022206455,3.1,0.0,345678
7.0,12.2,6.0,25.3844678535143,3.1,0.0,345678
7.0,12.3,0.0,13.318536016243014,3.6,1.0,345678
7.0,12.3,1.0,13.447068146860092,3.6,1.0,345678
7.0,12.3,2.0,13.804786437867325,3.6,1.0,345678
7.0,12.3,3.0,14.63248870370831,3.1,0.0,345678
7.0,12.3,4.0,16.378414444782152,3.1,0.0,345678
7.0,12.3,5.0,19.74018944888132,3.1,0.0,345678
7.0,12.3,6.0,25.836732915695844,3.1,0.0,345678
7.0,12.4,0.0,13.681335272101904,3.6,1.0,345678
7.0,12.4,1.0,13.811516708110053,3.6,1.0,345678
7.0,12.4,2.0,14.173010977853176,3.6,1.0,345678
7.0,12.4,3.0,15.007572771478925,3.1,0.0,345678
7.0,12.4,4.0,16.76539102357868,3.1,0.0,345678
7.0,12.4,5.0,20.16081542253731,3.1,0.0,345678
7.0,12.4,6.0,26.298067017789545,3.1,0.0,345678
7.0,12.5,0.0,14.0443457617665,3.6,1.0,345678
7.0,12.5,1.0,14.176179676166313,3.6,1.0,345678
7.0,12.5,2.0,14.541449920907931,3.1,0.0,345678
7.0,12.5,3.0,15.38285064051463,3.1,0.0,345678
7.0,12.5,4.0,17.152488381532613,3.1,0.0,345678
7.0,12.5,5.0,20.582028275239992,3.1,0.0,345678
7.0,12.5,6.0,26.75979125256282,3.1,0.0,345678
7.0,12.6,0.0,14.426654096265306,3.6,1.0,345678
7.0,12.6,1.0,14.560123887855433,3.1,0.0,345678
7.0,12.6,2.0,14.929115452290569,3.1,0.0,345678
7.0,12.6,3.0,15.77720857049526,3.1,0.0,345678
7.0,12.6,4.0,17.558325921138422,3.1,0.0,345678
7.0,12.6,5.0,21.02263607766061,3.1,0.0,345678
7.0,12.6,6.0,27.240178721034326,3.1,0.0,345678
7.0,12.7,0.0,14.809079824135802,3.1,0.0,345678
7.0,12.7,1.0,14.944187659555041,3.1,0.0,345678
7.0,12.7,2.0,15.316898233114216,3.1,0.0,345678
7.0,12.7,3.0,16.171658924533876,3.1,0.0,345678
7.0,12.7,4.0,17.964175332414975,3.1,0.0,345678
7.0,12.7,5.0,21.463777387091014,3.1,0.0,345678
7.0,12.7,6.0,27.720890119322117,3.1,0.0,345678
7.0,12.8,0.0,15.203530746166638,3.1,0.0,345678
7.0,12.8,1.0,15.340265919688978,3.1,0.0,345678
7.0,12.8,2.0,15.716657814544492,3.1,0.0,345678
7.0,12.8,3.0,16.57798019726079,3.1,0.0,345678
7.0,12.8,4.0,18.38164393652636,3.1,0.0,345678
7.0,12.8,5.0,21.917210548016424,3.1,0.0,345678
7.0,12.8,6.0,28.21334161909186,3.1,0.0,345678
7.0,12.9,0.0,15.6099265167374,3.1,0.0,345678
7.0,12.9,1.0,15.748277510807482,3.1,0.0,345678
7.0,12.9,2.0,16.12831115028429,3.1,0.0,345678
7.0,12.9,3.0,16.99608580656062,3.1,0.0,345678
7.0,12.9,4.0,18.81063872344873,3.1,0.0,345678
7.0,12.9,5.0,22.382894438283003,3.1,0.0,345678
7.0,12.9,6.0,28.78091483064836,3.1,0.0,345678
7.0,13.0,0.0,16.016271925019396,3.1,0.0,345678
7.0,13.0,1.0,16.156239533410666,3.1,0.0,345678
7.0,13.0,2.0,16.53990950728335,3.1,0.0,345678
7.0,13.0,3.0,17.41410606806059,3.1,0.0,345678
7.0,13.0,4.0,19.239767082518508,3.1,0.0,345678
7.0,13.0,5.0,22.849001451832965,3.1,0.0,345678
7.0,13.0,6.0,29.360821045549738,3.1,0.0,345678
7.0,13.1,0.0,16.451998433692747,3.1,0.0,345678
7.0,13.1,1.0,16.5935501825409,3.1,0.0,345678
7.0,13.1,2.0,16.98076001971662,3.1,0.0,345678
7.0,13.1,3.0,17.86114032957815,3.1,0.0,345678
7.0,13.1,4.0,19.712149614296038,3.1,0.0,345678
7.0,13.1,5.0,23.344685263060647,3.1,0.0,345678
7.0,13.1,6.0,29.97665617569571,3.1,0.0,345678
7.0,13.2,0.0,16.88748576484678,3.1,0.0,345678
7.0,13.2,1.0,17.030621024415062,3.1,0.0,345678
7.0,13.2,2.0,17.421362049434137,3.1,0.0,345678
7.0,13.2,3.0,18.30788975505621,3.1,0.0,345678
7.0,13.2,4.0,20.184946550317218,3.1,0.0,345678
7.0,13.2,5.0,23.840676554305144,3.1,0.0,345678
7.0,13.2,6.0,30.59586152572064,3.1,0.0,345678
7.0,13.3,0.0,17.34020589562793,3.1,0.0,345678
7.0,13.3,1.0,17.48490345750434,3.1,0.0,345678
7.0,13.3,2.0,17.87911095041161,3.1,0.0,345678
7.0,13.3,3.0,18.771622473233563,3.1,0.0,345678
7.0,13.3,4.0,20.675803546060042,3.1,0.0,345678
7.0,13.3,5.0,24.354326482052933,3.1,0.0,345678
7.0,13.3,6.0,31.23816813120903,3.1,0.0,345678
7.0,13.4,0.0,17.809979013774942,3.1,0.0,345678
7.0,13.4,1.0,17.956216533445975,3.1,0.0,345678
7.0,13.4,2.0,18.35382314633855,3.1,0.0,345678
7.0,13.4,3.0,19.252866726874718,3.1,0.0,345678
7.0,13.4,4.0,21.184619742254938,3.1,0.0,345678
7.0,13.4,5.0,24.885525352119277,3.1,0.0,345678
7.0,13.4,6.0,31.90378494132369,3.1,0.0,345678
7.0,13.5,0.0,18.279233226009303,3.1,0.0,345678
7.0,13.5,1.0,18.427008197477658,3.1,0.0,345678
7.0,13.5,2.0,18.8280010091326,3.1,0.0,345678
7.0,13.5,3.0,19.748684392445302,3.1,0.0,345678
7.0,13.5,4.0,21.693683226338525,3.1,0.0,345678
7.0,13.5,5.0,25.41685147670888,3.1,0.0,345678
7.0,13.5,6.0,32.57305541185356,3.1,0.0,345678
7.0,13.6,0.0,18.787637964646112,3.1,0.0,345678
7.0,13.6,1.0,18.93689885089187,3.1,0.0,345678
7.0,13.6,2.0,19.34472341364776,3.1,0.0,345678
7.0,13.6,3.0,20.28539608742656,3.1,0.0,345678
7.0,13.6,4.0,22.24323990215017,3.1,0.0,345678
7.0,13.6,5.0,25.98785853205222,3.1,0.0,345678
7.0,13.6,6.0,33.29167369275976,3.1,0.0,345678
7.0,13.7,0.0,19.29729760534114,3.1,0.0,345678
7.0,13.7,1.0,19.452953000603987,3.1,0.0,345678
7.0,13.7,2.0,19.87412978402557,3.1,0.0,345678
7.0,13.7,3.0,20.822211870031637,3.1,0.0,345678
7.0,13.7,4.0,22.792849304850012,3.1,0.0,345678
7.0,13.7,5.0,26.55878448558669,3.1,0.0,345678
7.0,13.7,6.0,34.01427218057003,3.1,0.0,345678
7.0,13.8,0.0,19.842594460207817,3.1,0.0,345678
7.0,13.8,1.0,20.000059691782287,3.1,0.0,345678
7.0,13.8,2.0,20.425327555448693,3.1,0.0,345678
7.0,13.8,3.0,21.380714368568473,3.1,0.0,345678
7.0,13.8,4.0,23.363899335161424,3.1,0.0,345678
7.0,13.8,5.0,27.150640722330166,3.1,0.0,345678
7.0,13.9,0.0,20.409554878737204,3.1,0.0,345678
7.0,13.9,1.0,20.56881817424629,3.1,0.0,345678
7.0,13.9,2.0,20.998137471139508,3.1,0.0,345678
7.0,13.9,3.0,21.96072107308404,3.1,0.0,345678
7.0,13.9,4.0,23.956201701544778,3.1,0.0,345678
7.0,13.9,5.0,27.763228840424024,3.1,0.0,345678
7.0,14.0,0.0,20.97643178007336,3.1,0.0,345678
7.0,14.0,1.0,21.13749619740961,3.1,0.0,345678
7.0,14.0,2.0,21.570867559750656,3.1,0.0,345678
